Airline,AirlineID,SourceAirport,SourceAirportID,DestinationAirport,DestinationAirportID,Codeshare,Stops,Equipment,AirportID_src,Latitude_src,Longitude_src,Country_src,IATA_src,AirportID_dest,Latitude_dest,Longitude_dest,Country_dest,IATA_dest,Distance,SameCountry,LatDiff,LonDiff,SourceContinent,DestContinent,IsAnomaly
DL,2009,ICN,3930,ATL,3682,Y,0,77W,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3682,33.6367,-84.428101,United States,ATL,11487.129708604218,0,3.83240095214844,210.87909739892578,Other,North America,True
DL,2009,ICN,3930,DFW,3670,Y,0,772,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3670,32.896801,-97.038002,United States,DFW,10986.702109733404,0,4.572299952148434,223.4889983989258,Other,North America,True
DL,2009,ICN,3930,DTW,3645,,0,744,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3645,42.212398529052734,-83.35340118408203,United States,DTW,10654.442672999328,0,4.743297576904297,209.8043975830078,Other,North America,True
DL,2009,ICN,3930,IAD,3714,Y,0,77W 772,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3714,38.94449997,-77.45580292,United States,IAD,11173.25002541606,0,1.475399017851565,203.90679931892578,Other,North America,True
DL,2009,ICN,3930,JFK,3797,,0,388 77W,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3797,40.63980103,-73.77890015,United States,JFK,11088.790427345752,0,3.1707000778515635,200.22989654892578,Other,North America,True
DL,2009,ICN,3930,LAS,3877,Y,0,772,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3877,36.08010101,-115.1520004,United States,LAS,9668.459000301986,0,1.3889999421484376,241.6029967989258,Other,North America,True
DL,2009,ICN,3930,LAX,3484,Y,0,388 77W,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3484,33.94250107,-118.4079971,United States,LAX,9625.473179444385,0,3.526599882148439,244.85899349892577,Other,North America,True
DL,2009,ICN,3930,ORD,3830,Y,0,772 77W,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3830,41.9786,-87.9048,United States,ORD,10519.070505642158,0,4.509499047851563,214.35579639892578,Other,North America,True
DL,2009,ICN,3930,SFO,3469,Y,0,77W 772,3930,37.46910095214844,126.45099639892578,South Korea,ICN,3469,37.61899948120117,-122.375,United States,SFO,9085.265620185986,0,0.14989852905273438,248.82599639892578,Other,North America,True
DL,2009,JFK,3797,ICN,3930,,0,77W 388,3797,40.63980103,-73.77890015,United States,JFK,3930,37.46910095214844,126.45099639892578,South Korea,ICN,11088.790427345752,0,3.1707000778515635,200.22989654892578,North America,Other,True
DL,2009,JFK,3797,NRT,2279,,0,744,3797,40.63980103,-73.77890015,United States,JFK,2279,35.7647018433,140.386001587,Japan,NRT,10830.45906786952,0,4.875099186699998,214.164901737,North America,Asia,True
DL,2009,JFK,3797,PVG,3406,,0,346,3797,40.63980103,-73.77890015,United States,JFK,3406,31.143400192260746,121.80500030517578,China,PVG,11873.664606966322,0,9.496400837739255,195.58390045517578,North America,Asia,True
DL,2009,JNB,813,ATL,3682,,0,77L,813,-26.1392,28.246,South Africa,JNB,3682,33.6367,-84.428101,United States,ATL,13582.587877772714,0,59.77589999999999,112.674101,Africa,North America,True
DL,2009,LAS,3877,ICN,3930,Y,0,772,3877,36.08010101,-115.1520004,United States,LAS,3930,37.46910095214844,126.45099639892578,South Korea,ICN,9668.459000301986,0,1.3889999421484376,241.6029967989258,North America,Other,True
DL,2009,LAX,3484,BNE,3320,Y,0,77W,3484,33.94250107,-118.4079971,United States,LAX,3320,-27.38419914245605,153.11700439453125,Australia,BNE,11533.395342163796,0,61.326700212456046,271.52500149453124,North America,Oceania,True
DL,2009,LAX,3484,CAN,3370,Y,0,380,3484,33.94250107,-118.4079971,United States,LAX,3370,23.39240074157715,113.29900360107422,China,CAN,11618.35644692327,0,10.55010032842285,231.7070007010742,North America,Asia,True
DL,2009,LAX,3484,HND,2359,,0,76W,3484,33.94250107,-118.4079971,United States,LAX,2359,35.552299,139.779999,Japan,HND,8812.394810677895,0,1.6097979299999992,258.1879961,North America,Asia,True
DL,2009,LAX,3484,ICN,3930,Y,0,388 77W,3484,33.94250107,-118.4079971,United States,LAX,3930,37.46910095214844,126.45099639892578,South Korea,ICN,9625.473179444385,0,3.526599882148439,244.85899349892577,North America,Other,True
DL,2009,LAX,3484,MEL,3339,Y,0,77W,3484,33.94250107,-118.4079971,United States,LAX,3339,-37.673302,144.843002,Australia,MEL,12757.896953595347,0,71.61580307,263.2509991,North America,Oceania,True
DL,2009,LAX,3484,NRT,2279,,0,744,3484,33.94250107,-118.4079971,United States,LAX,2279,35.7647018433,140.386001587,Japan,NRT,8753.815109999305,0,1.822200773300004,258.793998687,North America,Asia,True
DL,2009,LAX,3484,PVG,3406,Y,0,346,3484,33.94250107,-118.4079971,United States,LAX,3406,31.143400192260746,121.80500030517578,China,PVG,10415.2735848543,0,2.799100877739253,240.21299740517577,North America,Asia,True
DL,2009,LAX,3484,SYD,3361,,0,77L,3484,33.94250107,-118.4079971,United States,LAX,3361,-33.94609832763672,151.177001953125,Australia,SYD,12061.127845510531,0,67.88859939763671,269.584999053125,North America,Oceania,True
DL,2009,LAX,3484,TPE,2276,Y,0,744,3484,33.94250107,-118.4079971,United States,LAX,2276,25.0777,121.233002,Taiwan,TPE,10922.426086770569,0,8.864801069999999,239.6409991,North America,Other,True
DL,2009,MEL,3339,LAX,3484,Y,0,77W,3339,-37.673302,144.843002,Australia,MEL,3484,33.94250107,-118.4079971,United States,LAX,12757.896953595347,0,71.61580307,263.2509991,Oceania,North America,True
DL,2009,NGO,3942,DTW,3645,,0,744,3942,34.8583984375,136.80499267578125,Japan,NGO,3645,42.212398529052734,-83.35340118408203,United States,DTW,10520.812246136322,0,7.354000091552734,220.15839385986328,Asia,North America,True
DL,2009,NRT,2279,ATL,3682,,0,744,2279,35.7647018433,140.386001587,Japan,NRT,3682,33.6367,-84.428101,United States,ATL,11002.256619414577,0,2.128001843300005,224.814102587,Asia,North America,True
DL,2009,NRT,2279,DTW,3645,,0,777,2279,35.7647018433,140.386001587,Japan,NRT,3645,42.212398529052734,-83.35340118408203,United States,DTW,10272.164755957847,0,6.447696685752732,223.73940277108204,Asia,North America,True
DL,2009,NRT,2279,JFK,3797,,0,744,2279,35.7647018433,140.386001587,Japan,NRT,3797,40.63980103,-73.77890015,United States,JFK,10830.45906786952,0,4.875099186699998,214.164901737,Asia,North America,True
DL,2009,NRT,2279,LAX,3484,,0,744,2279,35.7647018433,140.386001587,Japan,NRT,3484,33.94250107,-118.4079971,United States,LAX,8753.815109999305,0,1.822200773300004,258.793998687,Asia,North America,True
DL,2009,ORD,3830,ICN,3930,Y,0,772 77W,3830,41.9786,-87.9048,United States,ORD,3930,37.46910095214844,126.45099639892578,South Korea,ICN,10519.070505642158,0,4.509499047851563,214.35579639892578,North America,Other,True
DL,2009,PEK,3364,DTW,3645,,0,777,3364,40.0801010131836,116.58499908447266,China,PEK,3645,42.212398529052734,-83.35340118408203,United States,DTW,10646.651879072355,0,2.1322975158691335,199.9384002685547,Asia,North America,True
DL,2009,PEK,3364,SEA,3577,,0,76W,3364,40.0801010131836,116.58499908447266,China,PEK,3577,47.449001,-122.308998,United States,SEA,8679.141327770607,0,7.368899986816402,238.89399708447266,Asia,North America,True
DL,2009,PVG,3406,DTW,3645,,0,77L,3406,31.143400192260746,121.80500030517578,China,PVG,3645,42.212398529052734,-83.35340118408203,United States,DTW,11461.847447959126,0,11.068998336791989,205.1584014892578,Asia,North America,True
DL,2009,PVG,3406,JFK,3797,,0,346,3406,31.143400192260746,121.80500030517578,China,PVG,3797,40.63980103,-73.77890015,United States,JFK,11873.664606966322,0,9.496400837739255,195.58390045517578,Asia,North America,True
DL,2009,PVG,3406,LAX,3484,Y,0,346,3406,31.143400192260746,121.80500030517578,China,PVG,3484,33.94250107,-118.4079971,United States,LAX,10415.2735848543,0,2.799100877739253,240.21299740517577,Asia,North America,True
DL,2009,PVG,3406,SFO,3469,,0,332,3406,31.143400192260746,121.80500030517578,China,PVG,3469,37.61899948120117,-122.375,United States,SFO,9877.417018593222,0,6.475599288940426,244.18000030517578,Asia,North America,True
DL,2009,SEA,3577,PEK,3364,,0,76W,3577,47.449001,-122.308998,United States,SEA,3364,40.0801010131836,116.58499908447266,China,PEK,8679.141327770607,0,7.368899986816402,238.89399708447266,North America,Asia,True
DL,2009,SFO,3469,ICN,3930,Y,0,77W 772,3469,37.61899948120117,-122.375,United States,SFO,3930,37.46910095214844,126.45099639892578,South Korea,ICN,9085.265620185986,0,0.14989852905273438,248.82599639892578,North America,Other,True
DL,2009,SFO,3469,PVG,3406,,0,332,3469,37.61899948120117,-122.375,United States,SFO,3406,31.143400192260746,121.80500030517578,China,PVG,9877.417018593222,0,6.475599288940426,244.18000030517578,North America,Asia,True
DL,2009,SFO,3469,TPE,2276,Y,0,744,3469,37.61899948120117,-122.375,United States,SFO,2276,25.0777,121.233002,Taiwan,TPE,10391.188548216825,0,12.541299481201172,243.608002,North America,Other,True
DL,2009,SYD,3361,LAX,3484,,0,77L,3361,-33.94609832763672,151.177001953125,Australia,SYD,3484,33.94250107,-118.4079971,United States,LAX,12061.127845510531,0,67.88859939763671,269.584999053125,Oceania,North America,True
DL,2009,TPE,2276,LAX,3484,Y,0,744,2276,25.0777,121.233002,Taiwan,TPE,3484,33.94250107,-118.4079971,United States,LAX,10922.426086770569,0,8.864801069999999,239.6409991,Other,North America,True
DL,2009,TPE,2276,SFO,3469,Y,0,744,2276,25.0777,121.233002,Taiwan,TPE,3469,37.61899948120117,-122.375,United States,SFO,10391.188548216825,0,12.541299481201172,243.608002,Other,North America,True
DT,5133,LAD,951,PEK,3364,,0,772,951,-8.85837,13.2312,Angola,LAD,3364,40.0801010131836,116.58499908447266,China,PEK,11774.235664026666,0,48.9384710131836,103.35379908447266,Other,Asia,True
DT,5133,PEK,3364,LAD,951,,0,772,3364,40.0801010131836,116.58499908447266,China,PEK,951,-8.85837,13.2312,Angola,LAD,11774.235664026666,0,48.9384710131836,103.35379908447266,Asia,Other,True
EK,2183,ADL,3341,DXB,2188,,0,77W,3341,-34.945,138.531006,Australia,ADL,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,11006.461286984026,0,60.197799987799996,83.1666070437,Oceania,Other,True
EK,2183,BNE,3320,DXB,2188,,0,388,3320,-27.38419914245605,153.11700439453125,Australia,BNE,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,11979.18928185566,0,52.63699913025605,97.75260543823126,Oceania,Other,True
EK,2183,DFW,3670,DXB,2188,,0,77L,3670,32.896801,-97.038002,United States,DFW,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,12919.388633956674,0,7.644001012200004,152.4024009563,North America,Other,True
EK,2183,DXB,2188,ADL,3341,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3341,-34.945,138.531006,Australia,ADL,11006.461286984026,0,60.197799987799996,83.1666070437,Other,Oceania,True
EK,2183,DXB,2188,BNE,3320,,0,388,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3320,-27.38419914245605,153.11700439453125,Australia,BNE,11979.18928185566,0,52.63699913025605,97.75260543823126,Other,Oceania,True
EK,2183,DXB,2188,DFW,3670,,0,77L,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3670,32.896801,-97.038002,United States,DFW,12919.388633956674,0,7.644001012200004,152.4024009563,Other,North America,True
EK,2183,DXB,2188,GIG,2560,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,2560,-22.8099994659,-43.2505569458,Brazil,GIG,11883.867409857334,0,48.062799453699995,98.61495590210001,Other,South America,True
EK,2183,DXB,2188,GRU,2564,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,2564,-23.435556411743164,-46.47305679321289,Brazil,GRU,12217.062833885997,0,48.68835639954317,101.83745574951288,Other,South America,True
EK,2183,DXB,2188,IAH,3550,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3550,29.984399795532227,-95.34140014648438,United States,IAH,13124.814546645563,0,4.731599807732227,150.70579910278437,Other,North America,True
EK,2183,DXB,2188,LAX,3484,,0,388,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3484,33.94250107,-118.4079971,United States,LAX,13400.077028051044,0,8.6897010822,173.7723960563,Other,North America,True
EK,2183,DXB,2188,MEL,3339,,0,388,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3339,-37.673302,144.843002,Australia,MEL,11645.110644503331,0,62.926101987799996,89.47860304370002,Other,Oceania,True
EK,2183,DXB,2188,SEA,3577,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3577,47.449001,-122.308998,United States,SEA,11927.651301629201,0,22.196201012200003,177.6733969563,Other,North America,True
EK,2183,DXB,2188,SFO,3469,,0,77W,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3469,37.61899948120117,-122.375,United States,SFO,13020.071234402798,0,12.366199493401172,177.7393989563,Other,North America,True
EK,2183,DXB,2188,SYD,3361,,0,388,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,3361,-33.94609832763672,151.177001953125,Australia,SYD,12043.87951814563,0,59.19889831543672,95.812602996825,Other,Oceania,True
EK,2183,GIG,2560,DXB,2188,,0,77W,2560,-22.8099994659,-43.2505569458,Brazil,GIG,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,11883.867409857334,0,48.062799453699995,98.61495590210001,South America,Other,True
EK,2183,GRU,2564,DXB,2188,,0,77W,2564,-23.435556411743164,-46.47305679321289,Brazil,GRU,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,12217.062833885997,0,48.68835639954317,101.83745574951288,South America,Other,True
EK,2183,IAH,3550,DXB,2188,,0,77W,3550,29.984399795532227,-95.34140014648438,United States,IAH,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,13124.814546645563,0,4.731599807732227,150.70579910278437,North America,Other,True
EK,2183,LAX,3484,DXB,2188,,0,388,3484,33.94250107,-118.4079971,United States,LAX,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,13400.077028051044,0,8.6897010822,173.7723960563,North America,Other,True
EK,2183,MEL,3339,DXB,2188,,0,388,3339,-37.673302,144.843002,Australia,MEL,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,11645.110644503331,0,62.926101987799996,89.47860304370002,Oceania,Other,True
EK,2183,SEA,3577,DXB,2188,,0,77W,3577,47.449001,-122.308998,United States,SEA,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,11927.651301629201,0,22.196201012200003,177.6733969563,North America,Other,True
EK,2183,SFO,3469,DXB,2188,,0,77W,3469,37.61899948120117,-122.375,United States,SFO,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,13020.071234402798,0,12.366199493401172,177.7393989563,North America,Other,True
EK,2183,SYD,3361,DXB,2188,,0,388,3361,-33.94609832763672,151.177001953125,Australia,SYD,2188,25.2527999878,55.3643989563,United Arab Emirates,DXB,12043.87951814563,0,59.19889831543672,95.812602996825,Oceania,Other,True
EY,2222,AUH,2179,GRU,2564,,0,345,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,2564,-23.435556411743164,-46.47305679321289,Brazil,GRU,12120.963491622695,0,47.86855697631836,101.1241569519043,Other,South America,True
EY,2222,AUH,2179,MEL,3339,,0,77W,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,3339,-37.673302,144.843002,Australia,MEL,11651.65057184659,0,62.106302564575195,90.1919018413086,Other,Oceania,True
EY,2222,AUH,2179,SYD,3361,,0,77W 346,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,3361,-33.94609832763672,151.177001953125,Australia,SYD,12061.354254673184,0,58.379098892211914,96.5259017944336,Other,Oceania,True
EY,2222,GRU,2564,AUH,2179,,0,345,2564,-23.435556411743164,-46.47305679321289,Brazil,GRU,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,12120.963491622695,0,47.86855697631836,101.1241569519043,South America,Other,True
EY,2222,MEL,3339,AUH,2179,,0,77W,3339,-37.673302,144.843002,Australia,MEL,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,11651.65057184659,0,62.106302564575195,90.1919018413086,Oceania,Other,True
EY,2222,SYD,3361,AUH,2179,,0,346 77W,3361,-33.94609832763672,151.177001953125,Australia,SYD,2179,24.433000564575195,54.651100158691406,United Arab Emirates,AUH,12061.354254673184,0,58.379098892211914,96.5259017944336,Oceania,Other,True
FJ,879,HNL,3728,NAN,1960,,0,73H,3728,21.32062,-157.924228,United States,HNL,1960,-17.755399703979492,177.4429931640625,Fiji,NAN,5106.84955389273,0,39.0760197039795,335.36722116406247,North America,Other,True
FJ,879,LAX,3484,NAN,1960,,0,332,3484,33.94250107,-118.4079971,United States,LAX,1960,-17.755399703979492,177.4429931640625,Fiji,NAN,8891.850167758219,0,51.69790077397949,295.8509902640625,North America,Other,True
FJ,879,NAN,1960,HNL,3728,,0,73H,1960,-17.755399703979492,177.4429931640625,Fiji,NAN,3728,21.32062,-157.924228,United States,HNL,5106.84955389273,0,39.0760197039795,335.36722116406247,Other,North America,True
FJ,879,NAN,1960,LAX,3484,,0,332,1960,-17.755399703979492,177.4429931640625,Fiji,NAN,3484,33.94250107,-118.4079971,United States,LAX,8891.850167758219,0,51.69790077397949,295.8509902640625,Other,North America,True
HA,2688,BNE,3320,HNL,3728,,0,763,3320,-27.38419914245605,153.11700439453125,Australia,BNE,3728,21.32062,-157.924228,United States,HNL,7552.438701659686,0,48.70481914245605,311.0412323945312,Oceania,North America,True
HA,2688,HNL,3728,AKL,2006,,0,332,3728,21.32062,-157.924228,United States,HNL,2006,-37.0080986023,174.792007446,New Zealand,AKL,7088.707294545051,0,58.3287186023,332.71623544600004,North America,Other,True
HA,2688,HNL,3728,BNE,3320,,0,763,3728,21.32062,-157.924228,United States,HNL,3320,-27.38419914245605,153.11700439453125,Australia,BNE,7552.438701659686,0,48.70481914245605,311.0412323945312,North America,Oceania,True
HA,2688,HNL,3728,SYD,3361,,0,332,3728,21.32062,-157.924228,United States,HNL,3361,-33.94609832763672,151.177001953125,Australia,SYD,8170.533959234816,0,55.266718327636724,309.10122995312497,North America,Oceania,True
HA,2688,SYD,3361,HNL,3728,,0,332,3361,-33.94609832763672,151.177001953125,Australia,SYD,3728,21.32062,-157.924228,United States,HNL,8170.533959234816,0,55.266718327636724,309.10122995312497,Oceania,North America,True
HU,2660,LAX,3484,PVG,3406,Y,0,777,3484,33.94250107,-118.4079971,United States,LAX,3406,31.143400192260746,121.80500030517578,China,PVG,10415.2735848543,0,2.799100877739253,240.21299740517577,North America,Asia,True
HU,2660,ORD,3830,PEK,3364,,0,787,3830,41.9786,-87.9048,United States,ORD,3364,40.0801010131836,116.58499908447266,China,PEK,10562.432484186444,0,1.8984989868163993,204.48979908447265,North America,Asia,True
HU,2660,ORD,3830,PVG,3406,Y,0,777,3830,41.9786,-87.9048,United States,ORD,3406,31.143400192260746,121.80500030517578,China,PVG,11333.973239509267,0,10.835199807739254,209.70980030517578,North America,Asia,True
HU,2660,PEK,3364,ORD,3830,,0,787,3364,40.0801010131836,116.58499908447266,China,PEK,3830,41.9786,-87.9048,United States,ORD,10562.432484186444,0,1.8984989868163993,204.48979908447265,Asia,North America,True
HU,2660,PEK,3364,SEA,3577,,0,787,3364,40.0801010131836,116.58499908447266,China,PEK,3577,47.449001,-122.308998,United States,SEA,8679.141327770607,0,7.368899986816402,238.89399708447266,Asia,North America,True
HU,2660,PEK,3364,YYZ,193,,0,787,3364,40.0801010131836,116.58499908447266,China,PEK,193,43.6772003174,-79.63059997559999,Canada,YYZ,10560.765035069962,0,3.5970993042163997,196.21559906007263,Asia,North America,True
HU,2660,PVG,3406,LAX,3484,Y,0,777,3406,31.143400192260746,121.80500030517578,China,PVG,3484,33.94250107,-118.4079971,United States,LAX,10415.2735848543,0,2.799100877739253,240.21299740517577,Asia,North America,True
HU,2660,PVG,3406,ORD,3830,Y,0,777,3406,31.143400192260746,121.80500030517578,China,PVG,3830,41.9786,-87.9048,United States,ORD,11333.973239509267,0,10.835199807739254,209.70980030517578,Asia,North America,True
HU,2660,SEA,3577,PEK,3364,,0,787,3577,47.449001,-122.308998,United States,SEA,3364,40.0801010131836,116.58499908447266,China,PEK,8679.141327770607,0,7.368899986816402,238.89399708447266,North America,Asia,True
HU,2660,YYZ,193,PEK,3364,,0,787,193,43.6772003174,-79.63059997559999,Canada,YYZ,3364,40.0801010131836,116.58499908447266,China,PEK,10560.765035069962,0,3.5970993042163997,196.21559906007263,North America,Asia,True
HZ,4808,DEE,8782,UUS,2933,,0,DH8,8782,-36.242155,149.130147,Russia,\N,2933,46.88869857788086,142.71800231933594,Russia,UUS,9265.851388208928,1,83.13085357788086,6.412144680664056,Other,Other,True
HZ,4808,UUS,2933,DEE,8782,,0,DH8,2933,46.88869857788086,142.71800231933594,Russia,UUS,8782,-36.242155,149.130147,Russia,\N,9265.851388208928,1,83.13085357788086,6.412144680664056,Other,Other,True
IB,2822,CPT,797,LHR,507,Y,0,744,797,-33.9648017883,18.6016998291,South Africa,CPT,507,51.4706,-0.461941,United Kingdom,LHR,9680.893589605686,0,85.4354017883,19.0636408291,Africa,Europe,True
IB,2822,EZE,3988,MAD,1229,,0,346 342 345,3988,-34.8222,-58.5358,Argentina,EZE,1229,40.471926,-3.56264,Spain,MAD,10085.301404207969,0,75.294126,54.97316,South America,Europe,True
